propertyType,y,x
Private Condominium,32388.159904583183,26647.55518816899
Private Condominium,32099.6171793296,28431.79101067606
Private Condominium,32089.39989,28672.97336
Private Condominium,45566.22373,28395.381790000003
Private Condominium,45566.22373,28395.38179
Private Condominium,45566.223730000005,28395.381789999996
Private Condominium,45566.22373,28395.38179
Executive Condominium,47456.60341999999,24987.83054
Private Condominium,40959.60437,18216.69873
Private Condominium,40959.60437,18216.69873
Private Condominium,40959.60437,18216.69873
Private Condominium,45337.78363,26997.99929
Private Condominium,35678.23923,20867.9359
Private Condominium,35678.23923,20867.9359
Private Condominium,32563.49026,27435.15301
Private Condominium,32563.490260000002,27435.153009999998
Private Condominium,32563.49026,27435.15301
Private Condominium,38761.30589,32885.45841
Private Condominium,34149.8271,29748.4143
Private Condominium,34115.49112,29807.15253
Private Condominium,33461.7552,29428.10883
Private Condominium,33986.52203,28876.26051
Private Condominium,33986.52203,28876.26051
Private Condominium,33745.98853,28894.21342
Private Condominium,33745.98853,28894.21342
Private Condominium,33453.21926,29263.879620000003
Private Condominium,33453.21926,29263.87962
Executive Condominium,40806.11326,28975.95231
Private Condominium,39320.63311,40246.43921
Private Condominium,39320.63311,40246.43921
Private Condominium,39320.63311,40246.43921
Private Condominium,39320.63311,40246.43921
Private Condominium,31345.97815,35246.80667
Private Condominium,31345.97815,35246.80667
Private Condominium,39929.29574,40056.36831
Private Condominium,39929.29574,40056.36831
Private Condominium,39929.29574,40056.36831
Private Condominium,35651.7147,33525.902
Private Condominium,35651.7147,33525.902
Private Condominium,35651.7147,33525.902
Private Condominium,33829.95117,30207.28519
Private Condominium,33829.95117,30207.28519
Private Condominium,31711.1969,35314.65416
Private Condominium,31711.1969,35314.65416
Private Condominium,30654.980889999995,28610.49928
Private Condominium,30654.98089,28610.49928
Private Condominium,35049.11631,29218.05311
Private Condominium,35049.11631,29218.053109999997
Private Condominium,35049.11631,29218.053109999997
Private Condominium,33036.74124,35374.77113
Private Condominium,33036.74124,35374.77113
Private Condominium,31599.39306,35326.10155
Private Condominium,31599.39306,35326.10155
Private Condominium,31599.39306,35326.10155
Private Condominium,31599.39306,35326.10155
Private Condominium,32915.14684,27610.90506
Private Condominium,32915.14684,27610.90506
Private Condominium,32915.14684,27610.90506
Private Condominium,32915.14684,27610.90506
Private Condominium,31291.91602,27053.97823
Private Condominium,31054.27282,28470.1133
Private Condominium,31054.27282,28470.1133
Private Condominium,31054.27282,28470.1133
Private Condominium,34111.31311,25215.63452
Private Condominium,34360.94909,29145.389819999997
Private Condominium,33020.64133,36018.41264
Private Condominium,31399.53876,33771.53499
Private Condominium,30594.86229,27089.844
Private Condominium,30594.86229,27089.844
Private Condominium,30594.86229,27089.844
Private Condominium,30594.86229,27089.844
Private Condominium,34619.76597,31795.86842
Private Condominium,34619.76597,31795.86842
Private Condominium,31282.48733,28928.35561
Private Condominium,31282.487329999996,28928.35561
Private Condominium,31282.48733,28928.35561
Private Condominium,29077.65327,29912.41316
Private Condominium,29077.65327,29912.413160000004
Private Condominium,29077.65327,29912.41316
Private Condominium,29077.65327,29912.41316
Private Condominium,34113.7966,31476.39699
Private Condominium,34113.7966,31476.39699
Private Condominium,31450.47843,27028.33135
Private Condominium,31450.47843,27028.33135
Private Condominium,31450.47843,27028.33135
Private Condominium,31555.24241,23173.41738
Private Condominium,31555.24241,23173.41738
Private Condominium,31555.24241,23173.41738
Private Condominium,38766.08932,33414.20784
Private Condominium,28599.65406,28994.757640000003
Private Condominium,28599.65406,28994.75764
Private Condominium,34460.88959,40655.29177
Private Condominium,34460.88959,40655.29177
Private Condominium,32888.98107,27067.91324
Private Condominium,32434.83936,28564.11797
Private Condominium,32434.83936,28564.11797
Private Condominium,32434.83936,28564.11797
Private Condominium,31659.76598,27565.1782
Private Condominium,43886.31692,28179.07604
Private Condominium,43886.31692,28179.076040000004
Private Condominium,43886.31692,28179.07604
Private Condominium,32333.27859,27371.21852
Private Condominium,31271.682139999997,28019.05328
Private Condominium,31271.68214,28019.05328
Private Condominium,31271.68214,28019.053280000004
Private Condominium,33083.10005,30139.77187
Private Condominium,30883.17317,28928.48891
Private Condominium,30883.17317,28928.48891
Private Condominium,30883.17317,28928.48891
Private Condominium,31057.66079,28951.38329
Private Condominium,31213.503890000004,28837.09941
Private Condominium,31020.40784,28920.15402
Private Condominium,31275.29265,33614.22082
Private Condominium,39996.6643,18486.15509
Private Condominium,39996.6643,18486.15509
Private Condominium,39996.6643,18486.15509
Private Condominium,30395.29711,20871.81274
Private Condominium,30395.29711,20871.81274
Private Condominium,37951.51368,32992.34642
Private Condominium,38078.47606,32949.73695
Private Condominium,37560.54,42544.23784
Private Condominium,37560.54,42544.23784
Private Condominium,37560.54,42544.23784
Private Condominium,33182.03249,36408.87293
Private Condominium,33290.51534,27752.9159
Private Condominium,33290.51534,27752.9159
Private Condominium,33322.83125,36483.50907
Private Condominium,33691.5542,36549.39069
Private Condominium,33691.5542,36549.39069
Private Condominium,34916.54049,40756.16469
Private Condominium,33439.85679,21855.4646
Private Condominium,33439.85679,21855.4646
Private Condominium,33439.85679,21855.4646
Private Condominium,34357.76789,29781.11453
Private Condominium,34357.76789,29781.11453
Private Condominium,32466.24503,34891.99368
Private Condominium,33343.05317,40203.67541
Private Condominium,33343.05317,40203.67541
Private Condominium,32935.89043,36298.38868
Private Condominium,42215.38018,32660.193639999998
Private Condominium,42215.38018,32660.19364
Private Condominium,42215.38018,32660.19364
Private Condominium,32822.28067,29160.44859
Private Condominium,42837.34614,35893.49544
Private Condominium,42837.34614,35893.49544
Private Condominium,42837.34614,35893.49544
Private Condominium,42837.34614,35893.49544
Private Condominium,33337.0462,36421.55751
Private Condominium,33337.0462,36421.55751
Private Condominium,31767.5902,29766.87506
Private Condominium,31767.590199999995,29766.87506
Private Condominium,31767.590199999995,29766.875060000002
Private Condominium,31767.5902,29766.87506
Private Condominium,33386.31343,35720.42907
Private Condominium,33386.31343,35720.42907
Private Condominium,33386.31343,35720.42907
Private Condominium,34012.1933,30391.5293
Private Condominium,34012.1933,30391.5293
Private Condominium,34012.1933,30391.5293
Private Condominium,29317.40053,22480.15063
Private Condominium,29317.40053,22480.15063
Executive Condominium,47225.84727,26404.50821
Private Condominium,32058.12439,29613.37065
Private Condominium,32058.12439,29613.37065
Private Condominium,35362.54579,31865.28789
Private Condominium,35362.54579,31865.287889999996
Private Condominium,36268.05051,16881.81583
Private Condominium,36268.05051,16881.81583
Private Condominium,36268.05051,16881.81583
Private Condominium,37455.81946,42633.31253
Private Condominium,37455.81946,42633.31253
Private Condominium,37455.81946,42633.31253
Private Condominium,37455.81946,42633.31253
Private Condominium,37717.26702,20401.44464
Private Condominium,37717.26702,20401.44464
Private Condominium,37717.26702,20401.44464
Private Condominium,33643.10595,19101.65604
Private Condominium,33643.10595,19101.65604
Private Condominium,33643.10595,19101.65604
Private Condominium,33643.10595,19101.65604
Private Condominium,45440.46651,22748.94864
Private Condominium,45440.46651,22748.94864
Private Condominium,45440.46651,22748.94864
Private Condominium,31814.3211,36073.31887
Private Condominium,32622.3281,30820.89006
Private Condominium,32622.3281,30820.89006
Private Condominium,31537.04751,29577.72311
Private Condominium,31537.04751,29577.72311
Private Condominium,33237.70355,27272.18272
Private Condominium,38433.34447,34906.97575
Private Condominium,38433.34447,34906.97575
Private Condominium,36332.10493,15049.11984
Private Condominium,36332.10493,15049.11984
Private Condominium,35642.57787,32084.76047
Private Condominium,35642.57787,32084.76047
Private Condominium,35642.57787,32084.76047
Private Condominium,35642.57787,32084.76047
Private Condominium,35642.57787,32084.76047
Private Condominium,33088.02546,35433.82358
Private Condominium,33396.22657,38153.2998
Executive Condominium,40353.52003,35439.32733
Private Condominium,33049.48667,29147.3327
Private Condominium,33049.48667,29147.3327
Private Condominium,33049.48667,29147.332699999995
Private Condominium,33049.48667,29147.3327
Private Condominium,36477.61455,20468.46854
Private Condominium,36477.61455,20468.46854
Private Condominium,33220.50848,34659.93942
Private Condominium,33220.50848,34659.93942
Private Condominium,33220.50848,34659.93942
Private Condominium,37788.97278,33416.09057
Private Condominium,31005.38426,32162.13812
Private Condominium,35909.00002,19921.21248
Private Condominium,35909.00002,19921.21248
Private Condominium,31461.619610000005,26973.09216
Private Condominium,32467.90414,24272.00831
Private Condominium,32467.90414,24272.00831
Private Condominium,32467.90414,24272.00831
Private Condominium,33064.46886,29343.13234
Private Condominium,30533.88161,21235.96411
Private Condominium,29020.5546,22912.120249999996
Private Condominium,29020.5546,22912.12025
Private Condominium,33921.58234,29604.2411
Private Condominium,36106.82298,20708.74207
Private Condominium,36106.82298,20708.74207
Private Condominium,31735.56573,27635.21209
Private Condominium,31392.45757,27648.15434
Private Condominium,31392.45757,27648.15434
Private Condominium,31392.45757,27648.154339999997
Private Condominium,31499.43816,27698.70068
Private Condominium,34073.66319,29687.55949
Private Condominium,34073.66319,29687.55949
Private Condominium,32796.05011,33177.98651
Private Condominium,33302.5382,34480.70974
Private Condominium,33302.5382,34480.70974
Private Condominium,31070.333139999995,34957.7625
Private Condominium,31167.74971,32189.59474
Private Condominium,31167.749709999996,32189.59474
Private Condominium,31167.74971,32189.59474
Private Condominium,31167.74971,32189.59474
Private Condominium,39313.92505,27419.32902
Private Condominium,29625.78918,29038.41945
Private Condominium,29625.78918,29038.419449999998
Private Condominium,28275.08138,27326.48608
Private Condominium,28275.08138,27326.48608
Private Condominium,30606.84516,26858.24736
Private Condominium,30606.84516,26858.24736
Private Condominium,33038.19853,27545.59759
Executive Condominium,37836.26604,39121.60695
Executive Condominium,37836.26604,39121.60695
Private Condominium,34091.53142,29427.62797
Private Condominium,34091.53142,29427.62797
Private Condominium,34091.53142,29427.62797
Private Condominium,34754.18525,31724.72573
Private Condominium,34659.07907,25583.69923
Private Condominium,32974.23881,25082.6867
Private Condominium,32974.23881,25082.686700000002
Private Condominium,32974.23881,25082.6867
Private Condominium,32385.74469,36498.67849
Private Condominium,34182.49361,30118.19787
Private Condominium,34182.49361,30118.19787
Private Condominium,34182.49361,30118.19787
Private Condominium,36870.39545,33222.01364
Private Condominium,33226.69499,36550.67615
Private Condominium,36437.57245,32263.62405
Private Condominium,36437.57245,32263.62405
Private Condominium,32619.06883,33461.89412
Private Condominium,32765.73389,34091.83303
Private Condominium,32765.73389,34091.83303
Private Condominium,37542.52927,34163.71257
Private Condominium,37542.52927,34163.71257
Private Condominium,30538.26961,26843.27679
Private Condominium,30538.26961,26843.27679
Private Condominium,30538.26961,26843.27679
Private Condominium,30538.26961,26843.27679
Private Condominium,33237.75276,30075.678
Private Condominium,33237.75276,30075.678
Executive Condominium,42560.406,35969.63449
Executive Condominium,42560.406,35969.63449
Executive Condominium,42560.406,35969.63449
Private Condominium,32926.17288,37034.80935
Private Condominium,34283.14779,29713.28831
Private Condominium,37049.89959,38454.70417
Private Condominium,37049.89959,38454.70417
Private Condominium,37049.89959,38454.70417
Private Condominium,37049.89959,38454.70417
Private Condominium,34681.9461,36315.87662
Private Condominium,30572.54039,25043.14948
Private Condominium,30572.54039,25043.14948
Private Condominium,30572.54039,25043.149480000004
Private Condominium,30753.6704,25067.123089999997
Private Condominium,30753.6704,25067.12309
Private Condominium,30753.6704,25067.123089999997
Private Condominium,30753.6704,25067.12309
Private Condominium,30007.85021,24662.42153
Private Condominium,30007.85021,24662.42153
Private Condominium,32452.93895,35034.42829
Private Condominium,32452.93895,35034.42829
Private Condominium,33423.69798,22151.61487
Private Condominium,33423.69798,22151.61487
Private Condominium,33423.69798,22151.61487
Private Condominium,36154.27545,32057.46143
Private Condominium,36154.27545,32057.46143
Private Condominium,32919.0261,30338.16181
Private Condominium,32919.0261,30338.16181
Private Condominium,32466.92332,30106.01473
Private Condominium,32438.93144,30098.44514
Private Condominium,33363.25254,36681.99062
Private Condominium,36653.59659,29070.41475
Private Condominium,36653.59659,29070.41475
Private Condominium,34413.20253,29724.60919
Private Condominium,32957.59512,30322.33167
Private Condominium,32957.59512,30322.33167
Private Condominium,27748.904410000003,25524.220589999997
Private Condominium,27748.90441,25524.22059
Private Condominium,27748.90441,25524.22059
Private Condominium,33097.16864,34115.2142
Private Condominium,34091.58498,30180.13629
Private Condominium,30899.68799,27298.13196
Private Condominium,30917.40731,27274.25747
Private Condominium,29634.04789,27525.513
Private Condominium,29634.04789,27525.512999999995
Private Condominium,42362.04421,18586.5451
Private Condominium,42362.04421,18586.5451
Private Condominium,42362.04421,18586.5451
Private Condominium,37236.7085,19416.96478
Private Condominium,37236.7085,19416.96478
Private Condominium,33306.02953,19938.53704
Private Condominium,33306.02953,19938.53704
Private Condominium,34059.55368,31468.42161
Private Condominium,34059.55368,31468.42161
Private Condominium,39548.36471,32955.61377
Private Condominium,39548.36471,32955.61377
Private Condominium,32629.81077,28300.70508
Private Condominium,33195.16052,36390.61028
Private Condominium,34272.64119,36296.31385
Private Condominium,34272.64119,36296.31385
Private Condominium,33139.94634,28694.83965
Private Condominium,33139.94634,28694.839649999998
Private Condominium,33139.94634,28694.83965
Private Condominium,31020.04041,28534.09299
Private Condominium,32653.17818,30831.99442
Private Condominium,30963.15803,28528.43069
Private Condominium,31975.14459,28648.87014
Private Condominium,37710.6069,32769.85914
Private Condominium,37710.6069,32769.85914
Private Condominium,32661.60661,33598.36717
Private Condominium,32661.60661,33598.36717
Private Condominium,32661.60661,33598.36717
Private Condominium,32777.30674,33755.87532
Private Condominium,32777.30674,33755.87532
Private Condominium,33102.58766,34186.62817
Private Condominium,32722.56373,33946.86988
Private Condominium,32722.56373,33946.86988
Private Condominium,32120.82767,28326.41341
Private Condominium,28772.29829,23468.23828
Private Condominium,28772.29829,23468.23828
Private Condominium,32627.36241,37118.627
Private Condominium,33297.12868,28032.8646
Private Condominium,31916.176430000003,28338.06396
Private Condominium,31916.17643,28338.06396
Private Condominium,31916.176430000003,28338.06396
Private Condominium,33327.07223,22019.11304
Private Condominium,33327.07223,22019.11304
Private Condominium,33327.07223,22019.11304
Private Condominium,39498.16044,35617.18224
Private Condominium,39498.16044,35617.18224
Private Condominium,39498.16044,35617.18224
Private Condominium,39913.10998999999,42215.486710000005
Private Condominium,39913.10999,42215.48671
Private Condominium,39913.10999,42215.48671
Private Condominium,39913.10999,42215.48671
Private Condominium,39580.24586,39897.96934
Private Condominium,39580.24586,39897.96934
Private Condominium,39580.24586,39897.96934
Private Condominium,32477.95033,30114.98956
Private Condominium,32477.95033,30114.98956
Private Condominium,34124.75368,30137.80366
Private Condominium,34124.75368,30137.80366
Private Condominium,31335.92305,34158.54422
Private Condominium,42097.43654,36953.44843
Private Condominium,42097.43654,36953.44843
Private Condominium,42097.43654,36953.44843
Private Condominium,30300.718039999996,28890.086090000004
Private Condominium,30300.71804,28890.08609
Private Condominium,30300.71804,28890.086090000004
Private Condominium,30300.71804,28890.08609
Private Condominium,30849.4315,27521.91881
Private Condominium,30919.6744,28494.26202
Private Condominium,41823.35802,33362.00389
Private Condominium,41823.35802,33362.00389
Private Condominium,41823.35802,33362.00389
Private Condominium,34473.24984,31261.01637
Private Condominium,34473.24984,31261.01637
Private Condominium,34473.24984,31261.01637
Executive Condominium,41713.59209,33600.47283
Executive Condominium,41713.59209,33600.47283
Private Condominium,31008.78594,28171.91712
Private Condominium,31482.73887,33415.70147
Private Condominium,31482.73887,33415.70147
Private Condominium,30503.014940000005,28336.25399
Private Condominium,30503.01494,28336.253990000005
Private Condominium,30503.01494,28336.25399
Private Condominium,31080.67416,28144.92951
Executive Condominium,42209.54801,37324.10899
Private Condominium,40006.05377,35669.129
Private Condominium,40006.05377,35669.129
Private Condominium,40006.05377,35669.129
Private Condominium,40006.05377,35669.129
Private Condominium,31006.735200000003,27971.56162
Private Condominium,31006.7352,27971.56162
Private Condominium,40357.28265,35716.61921
Private Condominium,40357.28265,35716.61921
Private Condominium,40357.28265,35716.61921
Private Condominium,40357.28265,35716.61921
Private Condominium,41686.31427,33266.4415
Private Condominium,41686.31427,33266.4415
Private Condominium,41512.03548,35888.20998
Private Condominium,41512.03548,35888.20998
Private Condominium,30163.59776,29688.58832
Private Condominium,34480.49147,31359.97573
Private Condominium,34480.49147,31359.97573
Private Condominium,33173.01863,40107.23152
Private Condominium,33173.01863,40107.23152
Private Condominium,30462.176050000002,28224.28354
Private Condominium,30462.17605,28224.28354
Private Condominium,30462.176050000002,28224.28354
Private Condominium,30462.17605,28224.28354
Private Condominium,40216.86299,42409.77229
Private Condominium,30384.45491,28510.685500000003
Private Condominium,30384.45491,28510.6855
Private Condominium,30304.5091,28442.4566
Private Condominium,30304.5091,28442.4566
Private Condominium,30601.72857,28796.34818
Private Condominium,30601.728569999996,28796.34818
Private Condominium,33211.48255,27440.82008
Private Condominium,33490.30836,27405.12581
Private Condominium,33490.30836,27405.12581
Private Condominium,33490.30836,27405.12581
Private Condominium,33337.25823,27484.14472
Private Condominium,33337.25823,27484.14472
Private Condominium,29255.88268,29846.635419999995
Private Condominium,29255.88268,29846.635419999995
Private Condominium,32918.9747,28965.465420000004
Private Condominium,32918.9747,28965.46542
Private Condominium,42975.95025,26296.89846
Private Condominium,36801.86413,33039.9736
Private Condominium,36801.86413,33039.9736
Private Condominium,45898.91438,22850.33111
Private Condominium,45898.91438,22850.33111
Private Condominium,45898.91438,22850.33111
Private Condominium,45628.2799,22719.76543
Private Condominium,45628.2799,22719.76543
Private Condominium,45628.2799,22719.76543
Private Condominium,31733.09544,35939.87871
Private Condominium,36212.33402,20857.05219
Private Condominium,34773.52286,23650.65259
Private Condominium,34773.52286,23650.65259
Private Condominium,32630.8407,32790.62222
Private Condominium,30813.68799,27411.83284
Private Condominium,30693.124640000005,28987.87845
Private Condominium,30738.4649,27464.40981
Private Condominium,30738.4649,27464.40981
Private Condominium,30738.464900000003,27464.40981
Private Condominium,30880.98557,27558.1896
Private Condominium,30880.98557,27558.1896
Private Condominium,32231.7208,26989.951370000002
Private Condominium,31203.385879999998,28233.00537
Private Condominium,37690.70221,33286.67027
Private Condominium,31004.5202,32231.84513
Private Condominium,31004.520200000003,32231.845130000005
Private Condominium,31004.5202,32231.84513
Private Condominium,32711.42373,34673.37083
Private Condominium,40092.22692,42083.9328
Private Condominium,34658.1597,32003.72248
Private Condominium,34658.1597,32003.72248
Private Condominium,34658.1597,32003.72248
Private Condominium,31392.68976,34177.88032
Private Condominium,31613.95823,29472.90906
Private Condominium,32901.59035,28287.00549
Private Condominium,32901.59035,28287.00549
Private Condominium,32845.26767,28335.87486
Private Condominium,32845.26767,28335.87486
Private Condominium,36891.96741,42194.66986
Private Condominium,36891.96741,42194.66986
Private Condominium,36891.96741,42194.66986
Private Condominium,36891.96741,42194.66986
Private Condominium,32462.8595,28183.54831
Private Condominium,32462.8595,28183.548310000002
Private Condominium,32749.31062,28384.0404
Private Condominium,32749.31062,28384.0404
Private Condominium,32004.66359,27982.75389
Private Condominium,32004.663589999996,27982.75389
Private Condominium,32004.66359,27982.75389
Private Condominium,32372.33837,27656.98104
Private Condominium,32052.10804,36198.81467
Private Condominium,32052.10804,36198.81467
Private Condominium,40021.49623,42117.48996
Private Condominium,40021.49623,42117.48996
Private Condominium,40021.49623,42117.48996
Executive Condominium,39848.66904,41964.62043
Executive Condominium,39848.66904,41964.62043
Executive Condominium,39848.66904,41964.62043
Executive Condominium,39848.66904,41964.62043
Private Condominium,31258.67355,20362.19269
Private Condominium,31258.67355,20362.19269
Private Condominium,31258.673549999996,20362.19269
Private Condominium,24724.02334,28555.50606
Private Condominium,24724.023339999996,28555.506060000003
Private Condominium,32185.652509999996,38395.06117
Private Condominium,32185.652509999996,38395.06117
Private Condominium,32185.65251,38395.06117
Private Condominium,32185.652509999996,38395.06117
Private Condominium,40780.85814,28655.7944
Private Condominium,40780.85814,28655.7944
Private Condominium,37133.59415,28845.7668
Private Condominium,37133.59415,28845.7668
Private Condominium,39722.60258,42208.64569
Private Condominium,39722.60258,42208.64569
Private Condominium,39722.60258,42208.64569
Private Condominium,29438.85277,22423.0104
Private Condominium,29438.85277,22423.0104
Private Condominium,31326.173419999996,35392.10246
Private Condominium,36114.7419,20797.44118
Private Condominium,40853.30852,32046.003680000005
Private Condominium,40853.30852,32046.003680000005
Private Condominium,41049.21743,33018.00322
Private Condominium,46473.35227,27049.22046
Private Condominium,46473.35227,27049.22046
Private Condominium,34887.51609,32051.577680000002
Private Condominium,34887.51609,32051.57768
Private Condominium,34887.51609,32051.57768
Private Condominium,34887.51609,32051.57768
Private Condominium,32173.14191,35391.23459
Private Condominium,32022.2337,35389.41635
Private Condominium,32068.91882,35505.30101
Private Condominium,41229.78439,30873.90246
Private Condominium,33126.10198,28730.33095
Private Condominium,30669.01473,27165.9194
Private Condominium,32175.13357,37160.22051
Private Condominium,32175.13357,37160.22051
Private Condominium,32175.13357,37160.22051
Private Condominium,34231.98735,29515.2452
Private Condominium,32559.33503,27107.4972
Private Condominium,34126.6327,30008.711109999997
Private Condominium,30635.00911,27112.18053
Private Condominium,34442.52438,25645.31319
Private Condominium,34442.52438,25645.31319
Private Condominium,34097.73468,25656.47704
Private Condominium,34097.73468,25656.47704
Private Condominium,34097.73468,25656.47704
Private Condominium,34320.07735,25709.22701
Private Condominium,34574.5579,25629.20766
Private Condominium,36357.21878,20739.88176
Private Condominium,35650.8412,21914.92141
Private Condominium,33069.78948,36315.24915
Private Condominium,32801.97541,38076.76044
Private Condominium,32801.97541,38076.76044
Private Condominium,33668.44034,26867.18506
Private Condominium,33668.44034,26867.18506
Executive Condominium,44363.75716,29304.14657
Private Condominium,35939.54394,20707.31208
Private Condominium,35939.54394,20707.31208
Private Condominium,35939.54394,20707.31208
Private Condominium,32590.65931,34569.05647
Private Condominium,32772.85192,34005.64615
Private Condominium,31380.269689999997,35773.41251
Private Condominium,31380.26969,35773.41251
Private Condominium,31380.26969,35773.41251
Executive Condominium,35919.3551,41852.98224
Private Condominium,33126.88664,34336.72378
Private Condominium,33181.79322,34082.57525
Private Condominium,33181.79322,34082.57525
Private Condominium,32954.0284,33688.56721
Private Condominium,32954.0284,33688.56721
Private Condominium,33160.06517,34420.31488
Private Condominium,33539.137,33298.51698
Private Condominium,33539.137,33298.51698
Private Condominium,33539.137,33298.51698
Private Condominium,33539.137,33298.51698
Private Condominium,33539.137,33298.51698
Private Condominium,33243.17077,34188.43944
Private Condominium,33243.17077,34188.43944
Private Condominium,33243.17077,34188.43944
Private Condominium,37323.21165,28319.26133
Private Condominium,37323.21165,28319.26133
Private Condominium,37323.21165,28319.261329999998
Private Condominium,37224.28894,28335.5601
Private Condominium,31586.17863,30066.55694
Private Condominium,34696.80974,36350.54582
Private Condominium,33090.16244,34169.05221
Private Condominium,33090.16244,34169.05221
Private Condominium,34644.46368,23754.7017
Private Condominium,34644.46368,23754.7017
Private Condominium,44464.67119,29548.05378
Private Condominium,44464.67119,29548.05378
Private Condominium,44464.67119,29548.05378
Private Condominium,34976.56877,33878.42118
Private Condominium,34976.56877,33878.42118
Private Condominium,34976.56877,33878.42118
Private Condominium,37129.95143,30090.28181
Private Condominium,37129.95143,30090.28181
Private Condominium,37129.95143,30090.281809999997
Private Condominium,37200.08286,29973.44681
Private Condominium,37200.08286,29973.446809999998
Private Condominium,37200.08286,29973.44681
Private Condominium,34881.83545,28926.79663
Private Condominium,34881.83545,28926.79663
Private Condominium,31020.7281,28387.02234
Private Condominium,31020.7281,28387.02234
Private Condominium,31731.30415,27573.83875
Private Condominium,31731.30415,27573.83875
Private Condominium,28249.49619,25132.01059
Private Condominium,28249.49619,25132.01059
Private Condominium,28249.49619,25132.01059
Private Condominium,28249.49619,25132.01059
Executive Condominium,47277.79216,26542.21903
Private Condominium,34418.29117,29583.23467
Private Condominium,34418.29117,29583.23467
Private Condominium,28562.85906,29280.46419
Private Condominium,28562.85906,29280.46419
Private Condominium,28562.85906,29280.46419
Private Condominium,33099.077,27898.06522
Private Condominium,33054.85044,33653.96705
Private Condominium,33054.85044,33653.96705
Private Condominium,32603.44631,30228.88262
Private Condominium,32603.44631,30228.88262
Private Condominium,32570.68833,30195.02637
Executive Condominium,39913.323,18803.706
Executive Condominium,39913.323,18803.706
Executive Condominium,39913.323,18803.706
Private Condominium,33531.31051,29301.0785
Private Condominium,33531.31051,29301.0785
Private Condominium,33531.31051,29301.0785
Private Condominium,32896.34073,25017.05042
Private Condominium,32896.34073,25017.05042
Private Condominium,32684.027049999997,25060.52683
Private Condominium,32684.027049999997,25060.52683
Private Condominium,32558.36781,35816.8456
Private Condominium,31625.74173,29527.92285
Private Condominium,31605.45015,29720.1333
Private Condominium,31421.11991,29590.37077
Private Condominium,31421.119910000005,29590.37077
Private Condominium,31421.11991,29590.37077
Private Condominium,31421.11991,29590.37077
Private Condominium,31548.054599999996,29631.521490000003
Private Condominium,31455.61777,29740.94377
Private Condominium,31455.61777,29740.94377
Private Condominium,30758.43099,30533.51416
Private Condominium,30758.430990000004,30533.514160000002
Private Condominium,36510.68611,21351.75939
Private Condominium,36510.68611,21351.75939
Private Condominium,36510.68611,21351.75939
Private Condominium,32065.4218,31441.67186
Private Condominium,32065.4218,31441.67186
Private Condominium,32491.04661,30522.02558
Private Condominium,37424.41141,32841.13271
Private Condominium,37424.41141,32841.13271
Private Condominium,37424.41141,32841.13271
Private Condominium,33043.00412,24930.633749999997
Private Condominium,33043.00412,24930.63375
Private Condominium,33043.00412,24930.63375
Private Condominium,37411.98516,33001.36927
Private Condominium,37411.98516,33001.36927
Private Condominium,28681.991670000003,28465.73245
Private Condominium,28681.99167,28465.73245
Private Condominium,28630.80469,28381.67222
Private Condominium,28630.804690000004,28381.672220000004
Private Condominium,28630.80469,28381.672219999997
Private Condominium,28732.54477,28471.2905
Private Condominium,28732.544769999997,28471.2905
Private Condominium,28732.544769999997,28471.2905
Private Condominium,32012.36403,35771.16149
Private Condominium,33050.02261,35441.99889
Private Condominium,31099.12447,27302.28896
Private Condominium,31099.124469999995,27302.28896
Private Condominium,31099.12447,27302.28896
Private Condominium,33139.69888,27685.48235
Private Condominium,33139.69888,27685.48235
Private Condominium,36721.32985,21204.58642
Private Condominium,36721.32985,21204.58642
Private Condominium,36721.32985,21204.58642
Private Condominium,32792.38243,38177.84048
Private Condominium,32792.38243,38177.84048
Private Condominium,34059.82126,31403.39782
Private Condominium,32084.68903,26957.13773
Private Condominium,32084.689029999998,26957.13773
Private Condominium,32013.19655,27023.9466
Private Condominium,34453.37287,31391.887
Private Condominium,34272.12839,31236.03806
Private Condominium,34133.7542,31553.97315
Private Condominium,32296.70234,36923.06083
Private Condominium,32232.26798,37072.66814
Private Condominium,31983.74194,27245.70167
Private Condominium,31983.74194,27245.70167
Private Condominium,31207.01094,28281.12351
Private Condominium,31207.010940000004,28281.12351
Private Condominium,31207.01094,28281.12351
Private Condominium,31090.94868,28306.8494
Private Condominium,37532.19822,32746.59814
Private Condominium,31586.10649,29605.82525
Private Condominium,30670.78738,28432.31899
Private Condominium,30670.78738,28432.31899
Private Condominium,38191.98255,34016.62152
Private Condominium,38191.98255,34016.62152
Private Condominium,34528.70179,36799.99026
Private Condominium,34528.70179,36799.99026
Private Condominium,30823.29858,27473.41547
Private Condominium,30823.29858,27473.415470000004
Private Condominium,33362.53384,27250.0953
Private Condominium,33362.53384,27250.0953
Private Condominium,33080.26508,27137.82703
Private Condominium,33080.26508,27137.82703
Private Condominium,30384.579580000005,24807.302889999995
Private Condominium,30384.57958,24807.30289
Private Condominium,30384.57958,24807.302890000003
Private Condominium,30384.57958,24807.30289
Private Condominium,32862.45133,35930.93193
Private Condominium,33306.58248,29300.38248
Private Condominium,33306.58248,29300.38248
Private Condominium,34527.48184,41128.01058
Private Condominium,34527.48184,41128.01058
Private Condominium,34527.48184,41128.01058
Private Condominium,40233.75477,40375.96028
Private Condominium,40233.75477,40375.96028
Private Condominium,40233.75477,40375.96028
